,cleaned_tweet,cls,count,hate_speech,off_lang,neither
14120,monday like saturday bitch turnup,1.0,3.0,0.0,3.0,0.0
14121,see you fags in 8 hours,1.0,3.0,0.0,3.0,0.0
14122,i ain t got no hoes 128530 128074,1.0,3.0,0.0,3.0,0.0
14123,rt school doesnt even test your intelligence it tests ur memory it tests my ability to keep calm and not slap a bitch,1.0,3.0,0.0,3.0,0.0
14124,i m no man hoe tho,1.0,3.0,0.0,3.0,0.0
14125,yeah people know he s not trash but his game is limited and it showed late in games against portland,2.0,3.0,0.0,0.0,3.0
14126,rt if a bitch talks shit to me i m gonna lick my thumb and swipe her eyebrows off,1.0,3.0,0.0,3.0,0.0
14127,if a nigga in nap can fuck my bitch that mean she lame for fuckin a lame all deez niggas here corny asl,1.0,6.0,1.0,5.0,0.0
14128,chulo yeah ok nigger,0.0,3.0,2.0,1.0,0.0
14129,rt having one is stressful rt having a lot of bitches seem stressful,1.0,3.0,0.0,3.0,0.0
14130,tonight i gotta take a dope ass picture wit a bad bitch while i m drunk so i can change my avi i m tired of seeing this one already,1.0,3.0,1.0,2.0,0.0
14131,all 3 haha because i m thinkingofyou and your dirtylove sexxy bitch,1.0,3.0,0.0,3.0,0.0
14132,rt don t wife a hoe amp end up like these 2,1.0,3.0,0.0,3.0,0.0
14133,this hangover a bitch 57608,1.0,3.0,0.0,3.0,0.0
14134,lmao rt nigga ran a ponzi scheme on them hoes,1.0,3.0,0.0,3.0,0.0
14135,rt it ain t nothing to cut that bitch off 9986 65039,1.0,3.0,0.0,3.0,0.0
14136,oomf is soooo cute but he probably has hoes on him a lot,1.0,3.0,0.0,2.0,1.0
14137,8220 jose ur mean 8221 i said ily stfu hoe,1.0,3.0,0.0,2.0,1.0
14138,he will need monkey bars on his tricycle,2.0,3.0,0.0,0.0,3.0
14139,i don t want to have sex with my gf because i feel like i m using her anonymous whata faggot,1.0,3.0,1.0,2.0,0.0
14140,lil 16 y o in trouble for beatin a bitch showing the judge zero respect lol brooklyn niggas and they temper,1.0,3.0,1.0,2.0,0.0
14141,you wanna hot body you wanna bugatti you wanna maserati you better rob a bank bitch,1.0,3.0,0.0,3.0,0.0
14142,redbone i miss nyc nashville needs a pro al team the closest is kc or tampa that s pretty bad the south is nl,2.0,3.0,0.0,0.0,3.0
14143,these niggas ain t shit but hoes with tricks,1.0,3.0,1.0,2.0,0.0
14144,lol tell dat white bitch i said hey,1.0,3.0,0.0,3.0,0.0
14145,8220 crying over a guy on thanksgiving nah bitch pick your head up you making the turkey soggy 8221 thanks a shanni pats turkey dry,1.0,3.0,0.0,3.0,0.0
14146,don t get head from hoes with overbites,1.0,3.0,0.0,3.0,0.0
14147,only white trash watch football,0.0,3.0,2.0,0.0,1.0
14148,fuck you stupid ass coward ass punk bitch faggot ass racist piece of shit punk bitch ain t worth my time,0.0,3.0,2.0,1.0,0.0
14149,i have this lady love she s married but i still wanna bang her she won t have sex with me what a bitch a troubadour probably,1.0,3.0,0.0,3.0,0.0
14150,rt 127919 8220 basic tongue ring to suck dick with and a basic costume recipe for a hoe 8220 kaila ready for work http 8230,1.0,3.0,0.0,3.0,0.0
14151,rt god damn thats one manly bitch,1.0,3.0,0.0,3.0,0.0
14152,your disgusting you should be banned from talking about hiphop retards like you belong in the 40 s with your retarded ass logic,1.0,3.0,0.0,3.0,0.0
14153,rt bitch you tweaking hoe tweaking hoe 128129,1.0,3.0,0.0,3.0,0.0
14154,is you ready bitch cause my hair laid yours baabyshaay,1.0,3.0,0.0,3.0,0.0
14155,if you love somebody you can t cheat have hoes do certain shit cause them limits type shit,1.0,3.0,0.0,3.0,0.0
14156,rt happy halloween bitches 128536 katiedodds15 halloween cle,1.0,3.0,0.0,3.0,0.0
14157,no summer school 128515 128515 128515 128515 128515 128515 128515 128515 128515 128515 128515 128515 128515 128515 128515 128515 128515 128515 128515 128515 128515 128515 128515 128515 128515 128515 128515 128515 128515 128515 128515 128515 128515 128515 128515 128515 128515 128515 128515 128515 128515 128515 128515 128515 128515 128515 128515 128515 128515 128515 128515 128515 128515 128515 128515 128515 128515 128515 128515 128515 128515 128515 128515 128515 128515 eat a dick school im done with your bitch ass,1.0,3.0,0.0,3.0,0.0
14158,even them aint the bitches im talkin bout 58386 58386 58386 aint no jungle fever over there lol,1.0,3.0,0.0,3.0,0.0
14159,kapo thats what i call it too lol its beyond ghetto smh but man u needa quit playin and come back,1.0,3.0,0.0,2.0,1.0
14160,i d have to go off on a bitch,1.0,3.0,0.0,3.0,0.0
14161,bitches 128530,1.0,3.0,1.0,2.0,0.0
14162,8220 on my way to fuck ur bitch,1.0,3.0,0.0,3.0,0.0
14163,any more birds in school,2.0,3.0,0.0,0.0,3.0
14164,rt when you cracking jokes on your friend in the bitch take it to far,1.0,3.0,0.0,3.0,0.0
14165,rt i woke up with a sore throat im cold niggers will be niggers so terrible,0.0,3.0,2.0,1.0,0.0
14166,rt money is the baddest bitch i know,1.0,3.0,0.0,3.0,0.0
14167,rt i m grown let me be a hoe in peace,1.0,3.0,0.0,3.0,0.0
14168,lt lt best name on twitter ever aka jewbacca lt lt second best name on twitter,2.0,3.0,1.0,0.0,2.0
14169,rt traemartinez bitch you ugly as fuck are you a fuck tranny get alligator face as 8230,1.0,3.0,1.0,2.0,0.0
14170,rt i beat the pussy up up up up up,1.0,6.0,0.0,6.0,0.0
14171,bitch,1.0,3.0,0.0,3.0,0.0
14172,commentators bitch at bird for sliding but 2 port guys do it to buddy and it s buddy s fault,1.0,3.0,0.0,3.0,0.0
14173,driving the fucktardmobile tranny slips and all 128530,1.0,6.0,0.0,6.0,0.0
14174,like keke say real niggas got a heart too it just take a real bitch for him to show it,1.0,3.0,1.0,2.0,0.0
14175,thank you i hate you eat poison fall down run face first into a wall yankees missed the playoffs,1.0,3.0,0.0,2.0,1.0
14176,and fuck you too ya little bitch you look like a mexican sucking a cock in ur profile,0.0,3.0,2.0,1.0,0.0
14177,i never seen a asian or chinese bitch pregnant shit i throught they kids just spawn like call of duty 128514 128557,1.0,3.0,1.0,2.0,0.0
14178,bitch where u be fuck nigga,1.0,3.0,1.0,2.0,0.0
14179,8220 nicole214 yeah he lowkey loves me he knows he s ma nigga 128076 8221 we don t love these hoes,1.0,3.0,1.0,2.0,0.0
14180,i hear the birds in the summer breeze i drive fast i am alone at midnight,2.0,3.0,0.0,0.0,3.0
14181,rt sagittarius can be compassionate towards other people when they want to be especially towards the ones they care abo 8230,2.0,3.0,0.0,0.0,3.0
14182,not a word on jihadi stream about the kurdish female suicide bomber in kobane that story undermines their mythology on several levels,2.0,3.0,0.0,1.0,2.0
14183,just dropped dat fine ass woman we has da best chicken eva i spectin some lovin but she a lady and da colored thang,1.0,3.0,0.0,3.0,0.0
14184,like i said pussies,1.0,3.0,0.0,3.0,0.0
14185,these hoes are hilarious these days 128514 128514,1.0,3.0,0.0,2.0,1.0
14186,i m sorry i fucked yo bitch but she really dig a nigga,1.0,3.0,1.0,2.0,0.0
14187,i had a bitch that had a bitch had the bitch eating halibut freshrhymes jerksquad slowstir,1.0,3.0,0.0,3.0,0.0
14188,rt when i hear a baby cry at a restaurant i can literally feel my pussy slam a door closed and throw out the gone fishing 8230,1.0,3.0,0.0,3.0,0.0
14189,bitch ass scaring me lol you don t keep up with the new ones yet,1.0,3.0,0.0,3.0,0.0
14190,rt yo niggas would fuck with you broke or not if they really yo niggas you a bitch if you only fuck with yo niggs when they g 8230,1.0,3.0,1.0,2.0,0.0
14191,this bitch,1.0,9.0,0.0,9.0,0.0
14192,rt this shit for the birds 128530 8221,1.0,3.0,0.0,3.0,0.0
14193,it was my sophomore year that i learned these hoes weren t loyal,1.0,3.0,0.0,3.0,0.0
14194,rt yeah start me as your flex player next week trick plays catching passes flipping the bird smashing asses should al 8230,1.0,3.0,0.0,2.0,1.0
14195,idgaf about you flat chested hoes feelings either you a grown ass man nigga,1.0,3.0,0.0,3.0,0.0
14196,rt basic bitches gt basic cable,1.0,3.0,0.0,3.0,0.0
14197,why do i have the worst bm in the world smh this bitch the devil,1.0,6.0,1.0,5.0,0.0
14198,now da heat fans bacc y all niccas kill me ain t tweeted shit all damn game,1.0,3.0,0.0,3.0,0.0
14199,rt found some more of my original yellow bracelets and the first person i thought of was,2.0,3.0,0.0,0.0,3.0
14200,these groupie bitches wild enough to suck a babies dick,1.0,3.0,0.0,3.0,0.0
14201,this bitch compared dicks to pencils get sharpened like don t as you sharpen a pencil it becomes more useful,1.0,3.0,0.0,3.0,0.0
14202,on that 4th down incompletion both the slants looked like better options shame but there 8217 s a youth amp lack of trust going on,2.0,3.0,0.0,0.0,3.0
14203,niggas is hoes onhere and in real life too,1.0,3.0,0.0,3.0,0.0
14204,rt splash if a guy flirts with ya girl that s just niggas being niggas if she flirts back she a hoe,1.0,3.0,0.0,3.0,0.0
14205,some hoes that tweet just make me mad lol,1.0,9.0,1.0,8.0,0.0
14206,rt must watch bill maher schools pbs host charlie rose over islam s illiberal beliefs,2.0,3.0,0.0,0.0,3.0
14207,i m tryna turn m s to b s innis bitch and i ain t never paid to be wit no bitch,1.0,3.0,0.0,3.0,0.0
14208,rt slick bitch you better play w this d i i i i i i i i i i c k,1.0,3.0,0.0,3.0,0.0
14209,fuck fight music bitch this is losing ya life music,1.0,3.0,0.0,3.0,0.0
14210,rt bought that hoe a tomb stone since she s dying for attention 128529 r i p bitch 128128,1.0,6.0,2.0,4.0,0.0
14211,the punishment should fit the crime for instance if you take the last twinkie you should choke on that twinkie twinkie s are sacred,2.0,3.0,0.0,0.0,3.0
14212,rt kanye turned a hoe into a housewife and niggas said rip good girls forever,1.0,3.0,0.0,3.0,0.0
14213,dukefan thats why we had 8 regular season losses you are retarded,1.0,3.0,0.0,3.0,0.0
14214,marcus smart belongs on the celtics both trash it was destiny,2.0,3.0,1.0,0.0,2.0
14215,rt if her pussy got over 10 body counts it s dead 128128 pussies 128049 only have 9 lives 128514,1.0,7.0,0.0,7.0,0.0
14216,just landed in orlando the flight was as bumpy as a bitch,1.0,3.0,0.0,3.0,0.0
14217,shit ain t gon be funny when you need me to get you outta a horrific car crash bitch,1.0,3.0,0.0,3.0,0.0
14218,hahaha made ya eat crow,2.0,3.0,0.0,1.0,2.0
14219,negro please,1.0,3.0,0.0,3.0,0.0
14220,hopefully not back in da ghetto,2.0,3.0,0.0,1.0,2.0
14221,100s 50s 20s yea i like my money in order bad asian bitch yea she look just like kemora,1.0,3.0,1.0,2.0,0.0
14222,aint nuthin retarded bout gucci but this gold rolex,1.0,6.0,0.0,4.0,2.0
14223,if you dressed up as a cat for halloween you are basic or a pussy,1.0,6.0,0.0,6.0,0.0
14224,peace fags just remember i m best lux support na drop lustboy pick me and kakao up tsm,0.0,3.0,2.0,1.0,0.0
14225,taradise ya nigs out there still saying y all don t eat butt with a straight face,1.0,3.0,1.0,2.0,0.0
14226,i could go for a fat ass bitch on my lap same,1.0,3.0,0.0,3.0,0.0
14227,fritzy at least i have a boyfriend dumb bitch 128514,1.0,3.0,0.0,3.0,0.0
14228,rt freeze bitch i m gonna steal your heart,1.0,9.0,0.0,8.0,1.0
14229,i ain t trippen cause i like her anyways she got a niggah and i got a girl but anyways yea anyways 1041196,1.0,3.0,1.0,2.0,0.0
14230,rt splash did u call me a bitch i said you were acting like one so you just called me one nigga shut up bitch,0.0,3.0,2.0,1.0,0.0
14231,basically we re mad at them for being hoes,1.0,3.0,0.0,3.0,0.0
14232,rt wavy he bein a bitch,1.0,3.0,0.0,3.0,0.0
14233,lol 128514 128557 i just remember that same bitch said she liked my hair then asked is it yours smfh wut yes,1.0,3.0,0.0,3.0,0.0
14234,fuck you and the bitches you talking to,1.0,3.0,0.0,3.0,0.0
14235,i am just saying i would beat you down like the bitch that you are then put my foot on your neck and shoot you,1.0,3.0,1.0,2.0,0.0
14236,give me credit lil bitch,1.0,3.0,0.0,3.0,0.0
14237,oh ya these hoes think they cute in skin tight cat suits assuming that they bodies to boomin to dispute,1.0,3.0,0.0,3.0,0.0
14238,lmaoooooooo rt you woke up a faggot didnt you rt betha my nigga ain t get carded since i was a sophomore b,1.0,3.0,1.0,2.0,0.0
14239,rt charlie sheen is a legend forthebros,2.0,6.0,0.0,0.0,6.0
14240,lol shut up bitch im alive i just been going through it but im good now,1.0,3.0,0.0,3.0,0.0
14241,rt 8220 these hoes gon come amp amp go i feel it 8221 boy lol,1.0,3.0,0.0,3.0,0.0
14242,rt gee24 damn it wigga 128514 128514 128514 128514,1.0,3.0,0.0,2.0,1.0
14243,rt niggadoe rt let a nigga try me try me i m a fuck all the hoes in his family,1.0,3.0,1.0,2.0,0.0
14244,not just exist but contribute and contribute to things they themselves enjoy that often it s a queer person behind those products,1.0,6.0,1.0,3.0,2.0
14245,mckenzienoel miss you bitch,1.0,3.0,0.0,3.0,0.0
14246,paper over pussy cause pussy bring problems powerofthep,1.0,3.0,0.0,3.0,0.0
14247,9b idk it s trash though,2.0,3.0,0.0,0.0,3.0
14248,i would dead upper cut that bitch,1.0,3.0,0.0,3.0,0.0
14249,damn it be cold fo a colored man,2.0,3.0,1.0,0.0,2.0
14250,trash ain t it,2.0,3.0,0.0,1.0,2.0
14251,rt if ya bitch ex is a nigga u think is lame u might be lame for having a lame nigga old bitch,1.0,3.0,0.0,3.0,0.0
14252,these fat hoes think they slick posting neck up pics and shit,1.0,3.0,0.0,3.0,0.0
14253,she gotta shape up her pussy lips tho whole wheat organic pussy,1.0,3.0,0.0,3.0,0.0
14254,speak english prude ass white bitch,1.0,3.0,1.0,2.0,0.0
14255,bad bitches is the only thing i like,1.0,3.0,0.0,3.0,0.0
14256,rt i envy bitches with long full eyelashes 128532,1.0,3.0,0.0,3.0,0.0
14257,rt hmmm is that a ratchet hoe i smell,1.0,3.0,0.0,3.0,0.0
14258,you ever see bitches comment on a vine like oh my god that s me knowin damn well she would neva do some shit like that lmfaaoo,1.0,3.0,0.0,3.0,0.0
14259,ungrateful bitches never happy how u not happy what u mean u ain t happy youngjefe,1.0,3.0,1.0,2.0,0.0
14260,hella just ordered me some beanies,2.0,3.0,0.0,0.0,3.0
14261,this hoe car smell like nigga let off a sweet potato bomb in her shit,1.0,3.0,1.0,2.0,0.0
14262,basic trash,2.0,3.0,0.0,1.0,2.0
14263,8220 6 wtf is flappy bird 8221 are you kidding me,2.0,3.0,0.0,0.0,3.0
14264,rt iforeign you talking shit 128567 but yo pockets ain t shit 128169 yo bitch ain t shit 128169 yo life ain t shit 128169 nigga you just a ain t shit as nig 8230,1.0,3.0,1.0,2.0,0.0
14265,the family of ron o neal needs to sue wu tang for that trash song they released in his name,2.0,3.0,0.0,0.0,3.0
14266,my nicca swear he can see me in madden lol,2.0,3.0,0.0,0.0,3.0
14267,rt how you real don t put no money on you nigga books but chu buy a bitch chanel just to hit the puss,0.0,3.0,2.0,1.0,0.0
14268,naked bitches give me bubble baths,1.0,9.0,0.0,9.0,0.0
14269,anywere 8220 la palm trees and great weather any were else horrible weather and no bitches 8221,1.0,3.0,0.0,3.0,0.0
14270,up early then a bitch driving to denton omg can i move already,2.0,3.0,0.0,1.0,2.0
14271,i used to chug vodka and orange juice i also used to chug vodka and gatorade i used to chug vodka,2.0,3.0,0.0,0.0,3.0
14272,lol niggas still be talking about me threw bitches smh,1.0,3.0,0.0,3.0,0.0
14273,waddup let s go right now bitch and i knocked you last time let s fight right now,1.0,3.0,0.0,3.0,0.0
14274,rt rick james ain t even slap his bitches that hard,1.0,3.0,0.0,3.0,0.0
14275,no bitch i did not want to wear makeup,1.0,3.0,0.0,3.0,0.0
14276,rt kincannon feminism noun the perverted political ideology of hateful bitches too fat to get in airplane seats gt,1.0,6.0,0.0,6.0,0.0
14277,so sick of you fake ass hoes,1.0,3.0,1.0,2.0,0.0
14278,not even 20 and i ve already smoked out 2 countries bitch i do what the fuck i want,1.0,3.0,0.0,3.0,0.0
14279,8220 evaittakes lmao definitely not 127814 8221 128553 128553 128553 i was bout to say don t front bitch that shit a freeway,1.0,3.0,0.0,3.0,0.0
14280,rt ky events nov 22 2012 thanksgiving dinner 2 00pm proof on main a day being preoccupied with a giant bird in your http,2.0,3.0,0.0,0.0,3.0
14281,old hoes get mad when you don t show them the attention they want,1.0,3.0,0.0,2.0,1.0
14282,charlie looking like he s the one that made that 3,2.0,3.0,0.0,0.0,3.0
14283,rt parent in phoenix says administrators made her son wear pink fairy wings on first day of high school,2.0,3.0,0.0,0.0,3.0
14284,bitch im is not bout to get no damn flu shot ion care if it is free,1.0,3.0,0.0,3.0,0.0
14285,these hoes be thirsty for attention,1.0,3.0,0.0,3.0,0.0
14286,i m in my glory bitch 128130 128315,1.0,3.0,0.0,3.0,0.0
14287,i jus wanna smoke rub on a bitch booty n bump these days,1.0,3.0,0.0,2.0,1.0
14288,rt he s trash rt too early to call austin rivers a draft bust,2.0,3.0,0.0,0.0,3.0
14289,never leave your trust in a bitch,1.0,3.0,0.0,3.0,0.0
14290,fags,0.0,3.0,2.0,1.0,0.0
14291,rt 26 you bitches could never be nae let him tell you he love him some nae 128143 128145 128081,1.0,3.0,0.0,3.0,0.0
14292,your bitch playing games i may be the joystick,1.0,3.0,0.0,3.0,0.0
14293,rt so cute rt shy bunny,2.0,3.0,0.0,0.0,3.0
14294,how many of u hoes bad ass little kids dont their medication and cut up in school every week,1.0,3.0,0.0,3.0,0.0
14295,jones94 if she kiss u with her eyes open watch that bitch lmfao,1.0,6.0,0.0,6.0,0.0
14296,bitch my phones gonna die in serious i got hot pockets,1.0,3.0,0.0,3.0,0.0
14297,before the madness with my single bitches 128527,1.0,3.0,0.0,3.0,0.0
14298,you a oreo cookie now,2.0,3.0,0.0,0.0,3.0
14299,got 2 bad bitches with me molly and aquafina,1.0,3.0,0.0,3.0,0.0
14300,rt i much prefer this classic blue and yellow rams uniform to anything we ve seen since that magical year not even close st 8230,2.0,3.0,0.0,0.0,3.0
14301,rt charlie rose can you coexist with israel meshal not as occupiers after that national consensus will decide not ha 8230,2.0,3.0,0.0,1.0,2.0
14302,my bitch 128540,1.0,3.0,0.0,3.0,0.0
14303,all my niggaz better have at least 3 ugly bitches number in their phone this summer,1.0,3.0,0.0,3.0,0.0
14304,corayma tf do i look like delivery bitch or what ahaha,1.0,3.0,0.0,3.0,0.0
14305,rt go ahead and mock me one day i ll sell enough of this make up to drive the pink mary kay cadillac and we ll see who s gay 8230,1.0,3.0,0.0,3.0,0.0
14306,128555 ugly bitches get no love,1.0,3.0,0.0,3.0,0.0
14307,rt real lil bitch you short as fuck,1.0,3.0,0.0,3.0,0.0
14308,gettin a lil midnight snack best po boys in town genes with my nigs and nick swag is 504,1.0,3.0,0.0,3.0,0.0
14309,everybody in dot mob o red mickey factz when you battled clips he wore some ancient hong kong shit 2 different colored hi tops,1.0,3.0,0.0,2.0,1.0
14310,rt bpg bitch,1.0,3.0,0.0,3.0,0.0
14311,5wordsaftersex is that all pussy bitch,1.0,3.0,0.0,3.0,0.0
14312,plot twist he is a faggot,1.0,3.0,1.0,2.0,0.0
14313,rt 8220 i m in this bitch 128563 128563 128563 128563 like a mf 128514 128514 128514 128514 9996 65039 127811 128080 128168 8221,1.0,6.0,1.0,5.0,0.0
14314,too many bitches got rabies and i hate a ho hoppin woman stank pussy poppin woman,1.0,3.0,0.0,2.0,1.0
14315,rt btchh hoes really be having built up animosity towards you for no reason like what s your problem bitch fill me in cuz i m lost 128554,1.0,3.0,1.0,2.0,0.0
14316,rt mama told me look rich act poor n neva trip ona bitch dat ain t urs gang,1.0,6.0,0.0,6.0,0.0
14317,tell me why nick cannon bout to invite wiz to wild n out an hit him wit the i fucked your bitch diss haha,1.0,3.0,0.0,3.0,0.0
14318,what s a trash party,2.0,4.0,0.0,1.0,3.0
14319,rt because he was a cunt brandon don t be a cunt,1.0,3.0,0.0,3.0,0.0
14320,give her dope dick now she a fuckin addict hoe u a fool if u thought a nigga neva had it yo,1.0,3.0,0.0,3.0,0.0
14321,woahh ahha i remember her from charlie and the chocolate factory who do you think killed lucy i think it was abby,2.0,3.0,0.0,0.0,3.0
14322,lowery can i beat this bitch up seriously what a bitch,1.0,3.0,0.0,3.0,0.0
14323,rt since you couldn t keep my dick outa your mouth at least keep my name out of it y all some hoes for real,1.0,3.0,0.0,3.0,0.0
14324,rule number one never pursue a bitch from da ova side,1.0,3.0,0.0,3.0,0.0
14325,scott25 sounds about right to many dumb bitches work there welcome to my life,1.0,3.0,0.0,3.0,0.0
14326,rt if i had a dollar for every time i died on flappy bird,2.0,3.0,0.0,0.0,3.0
14327,man these hoes so familiar one minute on the team next minute they ain t witcha,1.0,3.0,0.0,2.0,1.0
14328,rt eat pie dame the type of bitch that go to jail to meet men 128514 128514 128514,1.0,3.0,0.0,3.0,0.0
14329,well ho di doe thank you,1.0,3.0,0.0,3.0,0.0
14330,rt i don t wanna be a hoe 128549,1.0,6.0,0.0,4.0,2.0
14331,all your selfies are booty pics cause bitch you always look like ass,1.0,6.0,0.0,6.0,0.0
14332,i m a vet ryan tk rocks you re just a useless geek oh and you have a face like a bitch,1.0,3.0,1.0,2.0,0.0
14333,how you gone wife a bitch that let niggas lick on her head in public,1.0,3.0,1.0,2.0,0.0
14334,bitches please in napa fewer than 100 people were injured and literally 2 of those were reported as critical,1.0,3.0,0.0,3.0,0.0
14335,told my dad to go buy cookies for the graduation reception this nigga bought oreos,0.0,3.0,2.0,1.0,0.0
14336,physical amp bed rt these bitches frame is trash skinny,1.0,3.0,0.0,3.0,0.0
14337,rt taco wtf is boy pussy lmao you atl nigga sick,1.0,3.0,0.0,3.0,0.0
14338,rt girls hey beautiful friendship lasts 2 months bros sup pussy friendship lasts forever,1.0,3.0,0.0,3.0,0.0
14339,damn bitches on a niggas mind haha,1.0,3.0,0.0,3.0,0.0
14340,tell them hoes i m all friended out,1.0,3.0,0.0,3.0,0.0
14341,republicans take massachusetts governorship coakley conceds gov race to charlie baker 8230,2.0,3.0,0.0,0.0,3.0
14342,rt kayla all bitches wanna do is beef over niggas 58382 grow tf up a get ya priorities straight 57933 58167,1.0,3.0,1.0,2.0,0.0
14343,rt having hoes fun till you lose that girl that you really wanted over them hoes,1.0,3.0,0.0,3.0,0.0
14344,savannah should have fucked that bitch up,1.0,3.0,0.0,3.0,0.0
14345,yo if you get like over 25 of flappy bird you need to do some self evaluation because you probably have no life,2.0,3.0,0.0,0.0,3.0
14346,my flow retarded 128526,2.0,3.0,1.0,0.0,2.0
14347,i pictured angus running up the side of fob sharana with every day in afghanistan,2.0,3.0,0.0,1.0,2.0
14348,arrogance shit i bet i can pull at lease 3 bitches with them 128514 128514,1.0,3.0,0.0,3.0,0.0
14349,i m gonna drink monster til i sue we gettin the bitch gottagetthe30,1.0,3.0,0.0,3.0,0.0
14350,annoying yelling bint next door has locked herself out,2.0,3.0,0.0,0.0,3.0
14351,whatever happens i won t let racism become a big trend again i refuse over my fuckin dead body bitches i m mixed i can t be racist,1.0,3.0,0.0,3.0,0.0
14352,rt you value yourself because someone gave you a title i value myself because bitch i m clutch i win,1.0,3.0,0.0,3.0,0.0
14353,because if you support lesbians you have to support faggots there s no difference,0.0,3.0,2.0,1.0,0.0
14354,i m in this bitch on some insomnia shit been in bed since midnight,1.0,3.0,0.0,3.0,0.0
14355,rt ok i gotta cut this carl thomas album off b4 i call my ex amp say fuck u u ruthless bitch lol,1.0,3.0,1.0,2.0,0.0
14356,rt danger beautiful wall color 128525 100d i don t love these bitches and you shouldn t either 128581,1.0,6.0,0.0,6.0,0.0
14357,yandy gotta pay me for dick im sorry that bitch ugly,1.0,3.0,0.0,3.0,0.0
14358,rt hehe hoe quotes,1.0,3.0,0.0,3.0,0.0
14359,i m the biggest redskins dam right now if they get this stop,2.0,6.0,0.0,0.0,6.0
14360,call me bitch,1.0,3.0,0.0,3.0,0.0
14361,because them niggas that told you bitch made amp they not real niggas or any kind of real,1.0,3.0,1.0,2.0,0.0
14362,stupid bitch should have stayed home 128545 128530,1.0,3.0,0.0,3.0,0.0
14363,what s up with all these bitches in bed clothes walking the streets like that shit is cute,1.0,3.0,0.0,3.0,0.0
14364,america today the rule of thumb is when in doubt blame whitey,0.0,9.0,5.0,0.0,4.0
14365,why you worried bout that other hoe cuz that other hoe aint worried bout another hoe,1.0,3.0,0.0,3.0,0.0
14366,yg wya bitch,1.0,3.0,0.0,3.0,0.0
14367,x3 mhm bitch don t play with your life 128299,1.0,3.0,0.0,3.0,0.0
14368,jason bitch keep talking,1.0,3.0,0.0,3.0,0.0
14369,bae made me deep fried oreos 128523,1.0,3.0,0.0,2.0,1.0
14370,even gtta ak sittn at my bitch house,1.0,3.0,0.0,3.0,0.0
14371,8220 8220 bitches be like messy bun 128072 128072 128072 128553 128514 128514 128553 128079 128557,1.0,3.0,0.0,3.0,0.0
14372,yasss brownies amp ice cream 128523,2.0,3.0,0.0,0.0,3.0
14373,rt 215 it s about that time of the year when all the lightskin hoes who swore they was brown cuz of they summer tan come back 8230,1.0,3.0,0.0,3.0,0.0
14374,chase really got hoes in every state it s crazy his name the truth,1.0,3.0,0.0,3.0,0.0
14375,kyles a bitch,1.0,6.0,0.0,6.0,0.0
14376,rt i know plenty of hoes in love with they niggas but it be the same bitch fuckin niggas,1.0,3.0,0.0,3.0,0.0
14377,soon will be to fuck backtrack and i can t wait because fuck those faggots,0.0,3.0,2.0,1.0,0.0
14378,hick and raver is a venn diagram that has a very large intersection,2.0,3.0,0.0,1.0,2.0
14379,8220 i m only back cause i don t wanna see the boys lose to trash vote5sos 8221,2.0,3.0,0.0,0.0,3.0
14380,how could u do this to me bitch potent,1.0,3.0,0.0,3.0,0.0
14381,rt smh rt and henny too rt beer trash af end of story,2.0,3.0,0.0,0.0,3.0
14382,brina what a ratchet ass bitch bet she felt dumb 9996 65039,1.0,3.0,0.0,3.0,0.0
14383,follow me back bitch,1.0,3.0,0.0,3.0,0.0
14384,rt when someone drops their trash mixtape in my dms,2.0,3.0,0.0,0.0,3.0
14385,i have small pussy size plugs,1.0,6.0,0.0,6.0,0.0
14386,no i wuz just making a general statement i ve never called u a bitch,1.0,3.0,0.0,3.0,0.0
14387,this bitch gonna steal a police uniform and think she has some authority i say we pop the trunk on her bitch ass thewalkingdead,1.0,3.0,0.0,3.0,0.0
14388,lol at the random fist fight aka pussy shove match at dnd tonight,1.0,3.0,0.0,3.0,0.0
14389,they say one man s trash is the next man s treasure where one finds pain the next might find pleasure,2.0,3.0,0.0,0.0,3.0
14390,luu pilar lovee whatever gabby you hoe,1.0,3.0,0.0,3.0,0.0
14391,that s real pinchbach i told them niggas watch how everybody that wasn t on the bandwagon jump on the bitch when they get to austin,1.0,3.0,0.0,3.0,0.0
14392,motomoto you a real bitch for that,1.0,3.0,0.0,3.0,0.0
14393,no this bitch murda94 did not yell down the steps to tell me don t eat her damn chicken 128514 128514 tf,1.0,3.0,0.0,3.0,0.0
14394,tony blair equals bush s bitch morningjoe,1.0,3.0,0.0,3.0,0.0
14395,are you tired of the mock drafts let s just do this if clowney is not the 1st pick who thinks round 1 becomes chaos showofhands,2.0,3.0,0.0,0.0,3.0
14396,finger my wet throbbing pussy slowly as i cum on ur fingers,1.0,3.0,0.0,3.0,0.0
14397,8220 8220 sqquad 8220 soplayer raygine bitch get out dem feelings and get some new dick 128514 128514 128514 128064 128550 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514 128128 8221 128514 128514 8221 128128 128128 128128 128514,1.0,3.0,0.0,3.0,0.0
14398,since you gave me the pussy that ass getting fatter,1.0,3.0,0.0,2.0,1.0
14399,co69 he is a pussy an wouldn t show up bro,1.0,3.0,1.0,2.0,0.0
14400,nah girl i ain t gon be able to make it it s been tight since russ loss his job you in the back like damn bitch really,1.0,3.0,0.0,3.0,0.0
14401,tweets oh bitch you toooo far,1.0,3.0,0.0,3.0,0.0
